907818676	20190223	201902	2019	2019.1452	AFG	KABUL	AFG								EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-3.50318471337579	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20200223044500	https://www.freemalaysiatoday.com/category/leisure/2020/02/23/disabled-teen-afghan-artist-opens-art-centre/
907818677	20190223	201902	2019	2019.1452	COP	DEPUTY						COP			COPGOV	DEPUTY						COP	GOV		0	020	020	02	1	3.0	10	1	10	-4.49897750511247	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20200223044500	https://www.straitstimes.com/singapore/tribunals-report-addresses-some-troubling-issues
907818678	20190223	201902	2019	2019.1452	EDU	STUDENT						EDU													1	071	071	07	2	7.4	10	1	10	-3.50318471337579	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20200223044500	https://www.freemalaysiatoday.com/category/leisure/2020/02/23/disabled-teen-afghan-artist-opens-art-centre/
907818679	20190223	201902	2019	2019.1452	EDU	STUDENT						EDU			AFG	KABUL	AFG								1	042	042	04	1	1.9	10	1	10	-3.50318471337579	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20200223044500	https://www.freemalaysiatoday.com/category/leisure/2020/02/23/disabled-teen-afghan-artist-opens-art-centre/
907818680	20190223	201902	2019	2019.1452	GOV	PRESIDENT						GOV			KAZGOV	NURSULTAN NAZARBAYEV	KAZ					GOV			0	0353	035	03	1	7.0	8	1	8	-7.77777777777778	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20200223044500	https://www.thenews.com.pk/print/618330-kazakhstan-detains-up-to-100-opp-protesters
907818681	20190223	201902	2019	2019.1452	GOV	PRESIDENT						GOV			KAZGOV	NURSULTAN NAZARBAYEV	KAZ					GOV			0	0841	084	08	2	7.0	8	1	8	-7.77777777777778	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20200223044500	https://www.thenews.com.pk/print/618330-kazakhstan-detains-up-to-100-opp-protesters
907818682	20190223	201902	2019	2019.1452	KAZGOV	KAZAKHSTAN	KAZ					GOV			KAZGOV	NURSULTAN NAZARBAYEV	KAZ					GOV			0	0353	035	03	1	7.0	2	1	2	-7.77777777777778	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20200223044500	https://www.thenews.com.pk/print/618330-kazakhstan-detains-up-to-100-opp-protesters
907818683	20190223	201902	2019	2019.1452	KAZGOV	KAZAKHSTAN	KAZ					GOV			KAZGOV	NURSULTAN NAZARBAYEV	KAZ					GOV			0	0841	084	08	2	7.0	2	1	2	-7.77777777777778	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	4	Almaty, Almaty Qalasy, Kazakhstan	KZ	KZ02	37206	43.25	76.95	-2334069	20200223044500	https://www.thenews.com.pk/print/618330-kazakhstan-detains-up-to-100-opp-protesters
907818684	20200124	202001	2020	2020.0658	CVL	RESIDENTS						CVL													1	110	110	11	3	-2.0	10	1	10	-1.22549019607844	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20200223044500	https://www.fox26houston.com/news/sugar-land-man-wants-to-name-streets-after-first-black-sheriff-fallen-soldier-proposal-voted-down
907818685	20200124	202001	2020	2020.0658	EDU	STUDENT						EDU			AUS	BRISBANE	AUS								0	141	141	14	3	-6.5	10	1	10	1.08991825613079	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20200223044500	https://www.sbs.com.au/news/sequins-and-lessons-as-drag-queen-storytime-taken-to-sydney-streets
