GlobalEventID	Day	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_Fullname	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_ADM2Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_Fullname	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_ADM2Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_Fullname	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_ADM2Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	Dateadded	Sourceurl

904208258	20100208	201002	2010	2010.1041	IRQ	IRAQ	IRQ								CVL	POPULATION						CVL			0	120	120	12	3	-4.0	10	1	10	-6.26304801670147	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20200206143000	https://www.lawfareblog.com/irresistible-resiliency-iraqs-protesters
904208259	20190206	201902	2019	2019.0986	BUS	BUSINESS						BUS													0	073	073	07	2	7.4	10	1	10	4.50450450450451	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20200206143000	http://www.702.co.za/articles/374178/placing-sa-express-under-business-rescue-good-for-employees-solidarity
904208260	20190206	201902	2019	2019.0986	CHN	CHINESE	CHN								GOV	ADMINISTRATION						GOV			0	172	172	17	4	-5.0	1	1	1	-2.77078085642317	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20200206143000	https://www.citmagazine.com/article/1672451/weaponisation-travel-explained
904208261	20190206	201902	2019	2019.0986	CHN	CHINESE	CHN								USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	4	1	4	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208262	20190206	201902	2019	2019.0986	CHNMED	CHINESE	CHN					MED			USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	1	1	1	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208263	20190206	201902	2019	2019.0986	CHNMED	CHINESE	CHN					MED			USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	1	1	1	-1.68918918918919	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208264	20190206	201902	2019	2019.0986	COP	DEPUTY						COP													0	153	153	15	4	-7.2	6	1	6	2.5879917184265	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20200206143000	https://gulfnews.com/world/asia/pakistan/pakistan-prepares-to-hold-a-major-hindu-festival--maha-shivartari-from-february-20-1.69531510
904208265	20190206	201902	2019	2019.0986	COP	DEPUTY						COP			PAK	PAKISTAN	PAK								0	153	153	15	4	-7.2	2	1	2	2.5879917184265	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Manshera, Punjab, Pakistan	PK	PK04	23676	31.8816	72.6305	-2768566	20200206143000	https://gulfnews.com/world/asia/pakistan/pakistan-prepares-to-hold-a-major-hindu-festival--maha-shivartari-from-february-20-1.69531510
904208266	20190206	201902	2019	2019.0986	COP	DEPUTY						COP			PAK	PAKISTAN	PAK								0	153	153	15	4	-7.2	2	1	2	2.5879917184265	4	Manshera, Punjab, Pakistan	PK	PK04	23676	31.8816	72.6305	-2768566	4	Manshera, Punjab, Pakistan	PK	PK04	23676	31.8816	72.6305	-2768566	4	Manshera, Punjab, Pakistan	PK	PK04	23676	31.8816	72.6305	-2768566	20200206143000	https://gulfnews.com/world/asia/pakistan/pakistan-prepares-to-hold-a-major-hindu-festival--maha-shivartari-from-february-20-1.69531510
904208267	20190206	201902	2019	2019.0986	EDUEDU	UNIVERSITY						EDU	EDU		EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	-6.07476635514018	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20200206143000	https://www.thenewsminute.com/article/pondicherry-university-students-protest-against-fee-hike-demand-roll-back-117658
904208268	20190206	201902	2019	2019.0986	GBRCOP	LONDON	GBR					COP			GOV	EMBASSY						GOV			0	173	173	17	4	-5.0	8	1	8	-8.06451612903221	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Afghanistan	AF	AF		33	66	AF	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200206143000	https://sputniknews.com/europe/202002061078246271-former-german-ministers-launch-appeal-for-assanges-release/
904208269	20190206	201902	2019	2019.0986	GBRCOP	LONDON	GBR					COP			GOV	EMBASSY						GOV			0	173	173	17	4	-5.0	2	1	2	-8.06451612903221	1	Afghanistan	AF	AF		33	66	AF	1	Iraq	IZ	IZ		33	44	IZ	1	Afghanistan	AF	AF		33	66	AF	20200206143000	https://sputniknews.com/europe/202002061078246271-former-german-ministers-launch-appeal-for-assanges-release/
904208270	20190206	201902	2019	2019.0986	IND	PONDICHERRY	IND								EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	-6.07476635514018	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20200206143000	https://www.thenewsminute.com/article/pondicherry-university-students-protest-against-fee-hike-demand-roll-back-117658
904208271	20190206	201902	2019	2019.0986	INDEDU	PONDICHERRY	IND					EDU			EDU	STUDENT						EDU			1	020	020	02	1	3.0	2	1	2	-6.07476635514018	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20200206143000	https://www.thenewsminute.com/article/pondicherry-university-students-protest-against-fee-hike-demand-roll-back-117658
904208272	20190206	201902	2019	2019.0986	LKA	SRI LANKAN	LKA								MIL	NAVY						MIL			1	042	042	04	1	1.9	4	1	4	1.89189189189189	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20200206143000	https://allafrica.com/stories/202002060610.html
904208273	20190206	201902	2019	2019.0986	LKAGOV	SRI LANKAN	LKA					GOV			MIL	NAVY						MIL			1	042	042	04	1	1.9	6	1	6	1.89189189189189	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20200206143000	https://allafrica.com/stories/202002060610.html
904208274	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								BUS	PRODUCER						BUS			0	061	061	06	2	6.4	1	1	1	-0.986547085201789	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208275	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								BUS	PRODUCER						BUS			0	061	061	06	2	6.4	6	1	6	-0.986547085201789	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Vysotsk, Leningradskaya Oblast', Russia	RS	RS42	25070	60.6288	28.5705	-3037726	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208276	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								BUS	PRODUCER						BUS			0	061	061	06	2	6.4	1	1	1	-0.986547085201789	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208277	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								SPY	INTELLIGENCE						SPY			0	012	012	01	1	-0.4	6	1	6	-0.986547085201789	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208278	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								SPY	INTELLIGENCE						SPY			0	012	012	01	1	-0.4	2	1	2	-0.986547085201789	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Vysotsk, Leningradskaya Oblast', Russia	RS	RS42	25070	60.6288	28.5705	-3037726	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208279	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								SPY	INTELLIGENCE						SPY			0	012	012	01	1	-0.4	2	1	2	-0.986547085201789	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208280	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								SPY	INTELLIGENCE						SPY			0	061	061	06	2	6.4	1	1	1	-0.986547085201789	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Klaipeda, Klaipedos Apskritis, Lithuania	LH	LH58	19133	55.7172	21.1175	-2615647	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208281	20190206	201902	2019	2019.0986	LTU	LITHUANIA	LTU								SPY	INTELLIGENCE						SPY			0	061	061	06	2	6.4	1	1	1	-0.986547085201789	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20200206143000	https://bnn-news.com/lithuanian-intelligence-speaks-about-threats-from-russia-in-a-more-modest-way-210175
904208282	20190206	201902	2019	2019.0986	MIL	NAVY						MIL			LKA	SRI LANKAN	LKA								1	043	043	04	1	2.8	4	1	4	1.89189189189189	1	Seychelles	SE	SE		-4.583333	55.666667	SE	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20200206143000	https://allafrica.com/stories/202002060610.html
904208283	20190206	201902	2019	2019.0986	MIL	NAVY						MIL			LKAGOV	SRI LANKAN	LKA					GOV			1	043	043	04	1	2.8	6	1	6	1.89189189189189	1	Seychelles	SE	SE		-4.583333	55.666667	SE	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20200206143000	https://allafrica.com/stories/202002060610.html
904208284	20190206	201902	2019	2019.0986	MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	2	1	2	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208285	20190206	201902	2019	2019.0986	MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	1	1	1	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208286	20190206	201902	2019	2019.0986	MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		USAMIL	THE US	USA					MIL			1	040	040	04	1	1.0	1	1	1	-1.68918918918919	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208287	20190206	201902	2019	2019.0986	OPP	POLITICAL PRISONER						OPP			BEL	BRUSSELS	BEL								1	084	084	08	2	7.0	2	1	2	-1.67890870933893	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	20200206143000	https://112.international/ukraine-top-news/roman-sushchenko-ukraine-changed-a-lot-in-the-last-three-years-when-i-was-in-prison-48292.html
904208288	20190206	201902	2019	2019.0986	RUSELI	RUSSIA	RUS					ELI			BEL	BELGIUM	BEL								1	084	084	08	2	7.0	4	1	4	-1.67890870933893	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	20200206143000	https://112.international/ukraine-top-news/roman-sushchenko-ukraine-changed-a-lot-in-the-last-three-years-when-i-was-in-prison-48292.html
904208289	20190206	201902	2019	2019.0986	RUSOPP	RUSSIA	RUS					OPP			BEL	BELGIUM	BEL								1	084	084	08	2	7.0	2	1	2	-1.67890870933893	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	20200206143000	https://112.international/ukraine-top-news/roman-sushchenko-ukraine-changed-a-lot-in-the-last-three-years-when-i-was-in-prison-48292.html
904208290	20190206	201902	2019	2019.0986	UKR	UKRAINIAN	UKR								BEL	BELGIUM	BEL								1	084	084	08	2	7.0	2	1	2	-1.67890870933893	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	4	Lefortovo, Moskva, Russia	RS	RS48	25106	55.7667	37.7	-2944868	20200206143000	https://112.international/ukraine-top-news/roman-sushchenko-ukraine-changed-a-lot-in-the-last-three-years-when-i-was-in-prison-48292.html
904208291	20190206	201902	2019	2019.0986	USA	MINNESOTA	USA																		1	0842	084	08	2	7.0	4	1	4	-5.12820512820517	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20200206143000	https://www.kaaltv.com/minnesota-news/minnesota-free-tax-filing-locations-department-of-revenue/5635554/?cat=10151
904208292	20190206	201902	2019	2019.0986	USAMIL	THE US	USA					MIL			CHN	CHINESE	CHN								1	040	040	04	1	1.0	4	1	4	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208293	20190206	201902	2019	2019.0986	USAMIL	THE US	USA					MIL			CHNMED	CHINESE	CHN					MED			1	040	040	04	1	1.0	2	1	2	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208294	20190206	201902	2019	2019.0986	USAMIL	THE US	USA					MIL			MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		1	040	040	04	1	1.0	4	1	4	-1.68918918918919	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20200206143000	https://www.msn.com/en-us/finance/markets/10-things-you-need-to-know-before-the-opening-bell/ar-BBZIk1p
904208295	20200107	202001	2020	2020.0192											AFR	AFRICA	AFR								0	130	130	13	3	-4.4	10	1	10	-0.89285714285714	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20200206143000	https://www.straitstimes.com/asia/east-asia/frustration-mounts-among-foreigners-stranded-in-hubei-amid-coronavirus-outbreak
904208296	20200107	202001	2020	2020.0192											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	5	1	5	-0.34965034965035	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20200206143000	https://www.abc15.com/news/operation-safe-roads/trial-run-of-lane-changes-in-phoenix-neighborhood-to-happen-next-week-amid-safety-concerns
904208297	20200107	202001	2020	2020.0192	ARG	ARGENTINIAN	ARG								GHA	ACCRA	GHA								1	042	042	04	1	1.9	10	1	10	-7.11610486891385	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20200206143000	https://www.ripplesnigeria.com/ghana-quarantines-2-suspected-carriers-of-coronavirus/
904208298	20200107	202001	2020	2020.0192	BUS	COMPANY						BUS			SAUMED	SAUDI	SAU					MED			1	061	061	06	2	6.4	1	1	1	0.396039603960398	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	1	Egypt	EG	EG		27	30	EG	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208299	20200107	202001	2020	2020.0192	BUS	COMPANY						BUS			SAUMED	SAUDI	SAU					MED			1	061	061	06	2	6.4	2	1	2	0.396039603960398	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208300	20200107	202001	2020	2020.0192	BUS	COMPANY						BUS			SAUMED	SAUDI	SAU					MED			1	061	061	06	2	6.4	1	1	1	0.396039603960398	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208301	20200107	202001	2020	2020.0192	CVL	COMMUNITY						CVL													1	046	046	04	1	7.0	5	1	5	-0.34965034965035	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20200206143000	https://www.abc15.com/news/operation-safe-roads/trial-run-of-lane-changes-in-phoenix-neighborhood-to-happen-next-week-amid-safety-concerns
904208302	20200107	202001	2020	2020.0192	GBR	UNITED KINGDOM	GBR								SAUMED	SAUDI	SAU					MED			1	061	061	06	2	6.4	1	1	1	0.396039603960398	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	1	Egypt	EG	EG		27	30	EG	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208303	20200107	202001	2020	2020.0192	GBR	UNITED KINGDOM	GBR								SAUMED	SAUDI	SAU					MED			1	061	061	06	2	6.4	5	1	5	0.396039603960398	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208304	20200107	202001	2020	2020.0192	GHA	ACCRA	GHA								ARG	ARGENTINIAN	ARG								1	043	043	04	1	2.8	10	1	10	-7.11610486891385	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20200206143000	https://www.ripplesnigeria.com/ghana-quarantines-2-suspected-carriers-of-coronavirus/
904208305	20200107	202001	2020	2020.0192	GOV	MAYOR						GOV													0	026	026	02	1	4.0	2	1	2	0.89445438282647	3	Watertown, Tennessee, United States	US	USTN	TN009	35.7381	-83.7879	1304410	0								3	Watertown, Tennessee, United States	US	USTN	TN009	35.7381	-83.7879	1304410	20200206143000	https://www.wilsonpost.com/news/county-voters-can-select-a-polling-place/article_3f07ef70-48c0-11ea-820f-277c015ea2cb.html
904208306	20200107	202001	2020	2020.0192	GOV	PRESIDENT						GOV			IRN	IRANIAN	IRN								0	040	040	04	1	1.0	1	1	1	-4.59770114942529	1	Afghanistan	AF	AF		33	66	AF	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20200206143000	http://www.militaryspot.com/news/trump-touts-military-rebuilding-space-force-strikes-terror
904208307	20200107	202001	2020	2020.0192	KAZ	KAZAKHSTAN	KAZ								USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	1	1	1	2.06766917293233	4	Zhezkazgan, Qaraghandy, Kazakhstan	KZ	KZ12	37232	47.7833	67.7667	-2347087	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20200206143000	https://www.fox26houston.com/news/nasa-astronaut-christina-koch-crewmates-return-to-earth
904208308	20200107	202001	2020	2020.0192	KAZ	KAZAKHSTAN	KAZ								USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	1	1	1	2.06766917293233	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20200206143000	https://www.fox26houston.com/news/nasa-astronaut-christina-koch-crewmates-return-to-earth
904208309	20200107	202001	2020	2020.0192	LEG	LAWMAKER						LEG													1	071	071	07	2	7.4	10	1	10	-2.79329608938548	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20200206143000	https://www.sltrib.com/news/politics/2020/02/06/utah-lawmakers-sign-off/
904208310	20200107	202001	2020	2020.0192	SAUMED	SAUDI	SAU					MED			BUS	COMPANY						BUS			1	061	061	06	2	6.4	1	1	1	0.396039603960398	1	Egypt	EG	EG		27	30	EG	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208311	20200107	202001	2020	2020.0192	SAUMED	SAUDI	SAU					MED			BUS	COMPANY						BUS			1	061	061	06	2	6.4	2	1	2	0.396039603960398	1	Egypt	EG	EG		27	30	EG	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	1	Egypt	EG	EG		27	30	EG	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
904208312	20200107	202001	2020	2020.0192	SAUMED	SAUDI	SAU					MED			BUS	COMPANY						BUS			1	061	061	06	2	6.4	1	1	1	0.396039603960398	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20200206143000	https://techcentral.co.za/vodacom-to-take-over-management-of-vodafone-ghana/95718/
