GlobalEventID	Day	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_Fullname	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_ADM2Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_Fullname	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_ADM2Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_Fullname	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_ADM2Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	Dateadded	Sourceurl
903847975	20200205	202002	2020	2020.0959	EDU	SCHOOL						EDU													1	036	036	03	1	4.0	10	1	10	2.94784580498866	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20200205053000	https://www.enterprisenews.com/news/20200205/what-would-you-name-eastons-new-elementary-school
903847976	20200205	202002	2020	2020.0959	EDU	STUDENT						EDU													0	042	042	04	1	1.9	5	1	5	-1.72215843857634	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20200205053000	https://whnt.com/2020/02/04/10-years-later-discovery-middle-school-shooting-leaves-lasting-impact-on-madison/
903847977	20200205	202002	2020	2020.0959	EDU	SCHOOL						EDU													0	043	043	04	1	2.8	10	1	10	0.40595399188092	4	Ituri, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	18585	1.85	29.9667	-2044867	0								4	Ituri, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	18585	1.85	29.9667	-2044867	20200205053000	https://allafrica.com/stories/202002050003.html
903847978	20200205	202002	2020	2020.0959	EDU	UNIVERSITY						EDU													0	043	043	04	1	2.8	4	1	4	-5.41958041958042	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20200205053000	https://www.huffingtonpost.in/entry/delhi-firing-outside-jamia-university-is-third-shooting-incident-in-4-days_in_5e378a2cc5b69a19a4b19579
903847979	20200205	202002	2020	2020.0959	EDU	UNIVERSITY						EDU													1	043	043	04	1	2.8	10	1	10	1.91082802547771	3	Corpus Christi, Texas, United States	US	USTX	TX355	27.8006	-97.3964	1333380	0								3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	20200205053000	https://www.kiiitv.com/article/news/local/state-of-the-union-watch-party-held-at-tamu-cc/503-4267a73a-65e6-4b39-84af-3b5dce762203
903847980	20200205	202002	2020	2020.0959	EDU	SCHOOL						EDU													0	046	046	04	1	7.0	6	1	6	2.94784580498866	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20200205053000	https://www.enterprisenews.com/news/20200205/what-would-you-name-eastons-new-elementary-school
903847981	20200205	202002	2020	2020.0959	EDU	STUDENT						EDU													1	046	046	04	1	7.0	6	1	6	3.29218106995885	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20200205053000	https://psuvanguard.com/living-long-and-prospering/
903847982	20200205	202002	2020	2020.0959	EDU	SCHOOL						EDU													1	051	051	05	1	3.4	4	1	4	-6.25	3	Cleveland County, Oklahoma, United States	US	USOK	OK027	35.2001	-97.3003	1101801	0								3	Cleveland County, Oklahoma, United States	US	USOK		35.2001	-97.3003	1101801	20200205053000	https://www.bostonglobe.com/news/nation/2020/02/04/official-student-dies-after-truck-hits-oklahoma-runners/5gPse1PKJvEH3oFoQfVmbM/story.html
903847983	20200205	202002	2020	2020.0959	EDU	SCHOOL						EDU													1	070	070	07	2	7.0	10	1	10	3.07414104882459	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	0								4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20200205053000	http://www.ngocentre.org.vn/jobs/school-and-hotel-development-coordinator
903847984	20200205	202002	2020	2020.0959	EDU	COLLEGE						EDU													0	071	071	07	2	7.4	5	1	5	-1.01237345331833	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20200205053000	https://www.thecollegefix.com/new-arizona-bill-seeks-to-mandate-ideological-diversity-on-campus/
903847985	20200205	202002	2020	2020.0959	EDU	STUDENT						EDU													0	080	080	08	2	5.0	6	1	6	-0.94488188976378	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20200205053000	https://www.kold.com/2020/02/05/assaults-minimal-tucson-school-with-alternative-approach/
903847986	20200205	202002	2020	2020.0959	EDU	UNIVERSITY						EDU													0	100	100	10	3	-5.0	10	1	10	-2.33990147783251	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20200205053000	http://dailyorange.com/2020/02/heres-su-implemented-demands-student-groups-far/
903847987	20200205	202002	2020	2020.0959	EDU	PROFESSOR						EDU													0	111	111	11	3	-2.0	10	1	10	-1.01237345331833	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20200205053000	https://www.thecollegefix.com/new-arizona-bill-seeks-to-mandate-ideological-diversity-on-campus/
903847988	20200205	202002	2020	2020.0959	EDU	STUDENT						EDU													0	120	120	12	3	-4.0	3	1	3	-5.41958041958042	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20200205053000	https://www.huffingtonpost.in/entry/delhi-firing-outside-jamia-university-is-third-shooting-incident-in-4-days_in_5e378a2cc5b69a19a4b19579
