904206255	20200107	202001	2020	2020.0192	ESP	SPANISH	ESP								GOV	GOVERNMENT						GOV			0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206256	20200107	202001	2020	2020.0192	ESP	SPANISH	ESP								catGOV	CATALAN			cat			GOV			0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206257	20200107	202001	2020	2020.0192	EUR	EUROPE	EUR								TUR	TURKISH	TUR								0	042	042	04	1	1.9	2	1	2	0.766703176341735	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	1	Qatar	QA	QA		25.5	51.25	QA	20200206141500	https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
904206258	20200107	202001	2020	2020.0192	GOV	CHIEF EXECUTIVE						GOV													1	013	013	01	1	0.4	4	1	4	1.5625	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20200206141500	https://ca.news.yahoo.com/fcas-profit-rises-ahead-peugeot-135300169.html
904206259	20200107	202001	2020	2020.0192	GOV	HEAD OF STATE						GOV			AZE	AZERBAIJAN	AZE								0	051	051	05	1	3.4	8	1	8	-0.22953328232594	4	Kars, Xizi, Azerbaijan	AJ	AJ63	534	40.8594	49.055	-2706713	4	Kars, Xizi, Azerbaijan	AJ	AJ63	534	40.8594	49.055	-2706713	1	Turkey	TU	TU		39.059012	34.911546	TU	20200206141500	https://en.trend.az/azerbaijan/business/3187930.html
904206260	20200107	202001	2020	2020.0192	GOV	HEAD OF STATE						GOV			AZE	AZERBAIJAN	AZE								0	051	051	05	1	3.4	2	1	2	-0.22953328232594	4	Kars, Xizi, Azerbaijan	AJ	AJ63	534	40.8594	49.055	-2706713	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20200206141500	https://en.trend.az/azerbaijan/business/3187930.html
904206261	20200107	202001	2020	2020.0192	GOV	GOVERNMENT						GOV			ESP	SPANISH	ESP								0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206262	20200107	202001	2020	2020.0192	GOV	CHIEF EXECUTIVE						GOV			ITA	ITALY	ITA								1	013	013	01	1	0.4	4	1	4	1.5625	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20200206141500	https://ca.news.yahoo.com/fcas-profit-rises-ahead-peugeot-135300169.html
904206263	20200107	202001	2020	2020.0192	GOV	GOVERNMENT						GOV			catGOV	CATALAN			cat			GOV			0	030	030	03	1	4.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206264	20200107	202001	2020	2020.0192	GOV	GOVERNMENT						GOV			catGOV	CATALAN			cat			GOV			0	046	046	04	1	7.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206265	20200107	202001	2020	2020.0192	GOV	GOVERNMENT						GOV			catGOV	CATALAN			cat			GOV			0	060	060	06	2	6.0	8	4	8	-1.75701642017002	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20200206141500	https://abcnews.go.com/International/wireStory/spain-pm-meets-separatist-catalan-leader-mend-ties-68796446
904206266	20200107	202001	2020	2020.0192	ITAGOV	ITALY	ITA					GOV													1	013	013	01	1	0.4	4	1	4	1.5625	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20200206141500	https://ca.news.yahoo.com/fcas-profit-rises-ahead-peugeot-135300169.html
904206267	20200107	202001	2020	2020.0192	KOR	SOUTH KOREAN	KOR								BUSCVL	BUSINESS						BUS	CVL		0	044	044	04	1	2.5	6	1	6	-3.39943342776204	1	South Korea	KS	KS		37	127.5	KS	1	Malaysia	MY	MY		2.5	112.5	MY	1	Singapore	SN	SN		1.366667	103.8	SN	20200206141500	https://www.asiaone.com/singapore/coronavirus-singapore-confirms-two-more-cases-bringing-total-30
904206268	20200107	202001	2020	2020.0192	KOR	SOUTH KOREA	KOR								BUSCVL	BUSINESS						BUS	CVL		0	044	044	04	1	2.5	2	1	2	-3.39943342776204	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Singapore	SN	SN		1.366667	103.8	SN	20200206141500	https://www.asiaone.com/singapore/coronavirus-singapore-confirms-two-more-cases-bringing-total-30
904206269	20200107	202001	2020	2020.0192	KOR	SOUTH KOREA	KOR								MNCUSAAGR	PHILIP MORRIS	USA					MNC	AGR		0	030	030	03	1	4.0	10	1	10	2.86624203821656	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20200206141500	https://www.thestreet.com/investing/philip-morris-beats-4th-quarter-expectations-slips-on-guidance
904206270	20200107	202001	2020	2020.0192	KOR	SOUTH KOREA	KOR								MNCUSAAGR	PHILIP MORRIS	USA					MNC	AGR		0	050	050	05	1	3.5	10	1	10	2.86624203821656	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20200206141500	https://www.thestreet.com/investing/philip-morris-beats-4th-quarter-expectations-slips-on-guidance
904206271	20200107	202001	2020	2020.0192	KOR	SOUTH KOREAN	KOR								MYS	MALAYSIA	MYS								0	044	044	04	1	2.5	2	1	2	-3.39943342776204	1	South Korea	KS	KS		37	127.5	KS	1	Malaysia	MY	MY		2.5	112.5	MY	1	Singapore	SN	SN		1.366667	103.8	SN	20200206141500	https://www.asiaone.com/singapore/coronavirus-singapore-confirms-two-more-cases-bringing-total-30
904206272	20200107	202001	2020	2020.0192	LEG	SENATE						LEG			CVL	CITIZEN						CVL			0	010	010	01	1	0.0	6	1	6	-4.26621160409557	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20200206141500	http://www.standard-journal.com/opinion/article_d98c9fba-117e-5daa-8667-12db196ef60c.html
904206273	20200107	202001	2020	2020.0192	MNCUSAAGR	PHILIP MORRIS	USA					MNC	AGR		KOR	SOUTH KOREA	KOR								0	030	030	03	1	4.0	10	1	10	2.86624203821656	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20200206141500	https://www.thestreet.com/investing/philip-morris-beats-4th-quarter-expectations-slips-on-guidance
904206274	20200107	202001	2020	2020.0192	MNCUSAAGR	PHILIP MORRIS	USA					MNC	AGR		KOR	SOUTH KOREA	KOR								0	050	050	05	1	3.5	10	1	10	2.86624203821656	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20200206141500	https://www.thestreet.com/investing/philip-morris-beats-4th-quarter-expectations-slips-on-guidance
904206275	20200107	202001	2020	2020.0192	MOS	ISLAM				MOS					HIN	HINDU				HIN					1	181	181	18	4	-9.0	5	1	5	-1.88172043010753	4	Jacobabad, Sindh, Pakistan	PK	PK05	23684	28.281	68.4388	-2762912	4	Jacobabad, Sindh, Pakistan	PK	PK05	23684	28.281	68.4388	-2762912	4	Jacobabad, Sindh, Pakistan	PK	PK05	23684	28.281	68.4388	-2762912	20200206141500	http://idrw.org/hindu-baat-se-nahin-laat-se-manta-hai-on-kashmir-day-pak-pm-imran-khans-pti-spews-venom-against-hindus/
904206276	20200107	202001	2020	2020.0192	TUR	TURKISH	TUR								EUR	EUROPE	EUR								0	043	043	04	1	2.8	2	1	2	0.766703176341735	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	1	Qatar	QA	QA		25.5	51.25	QA	20200206141500	https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
904206277	20200107	202001	2020	2020.0192	USA	UNITED STATES	USA								CVL	CITIZEN						CVL			0	010	010	01	1	0.0	4	1	4	-4.26621160409557	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20200206141500	http://www.standard-journal.com/opinion/article_d98c9fba-117e-5daa-8667-12db196ef60c.html
